,outcome,age_range,self_defined_ethnicity,gender,datetime,outcome_object_id,outcome_object_name,latitude,longitude,type,officer_defined_ethnicity,object_of_search
1850,A no further action disposal,18-24,Other ethnic group - Not stated,Female,2019-09-23T04:26:51+00:00,bu-no-further-action,A no further action disposal,51.513884999999995,-0.10274100000000001,Person search,White,Article for use in theft
1851,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2019-09-23T04:27:34+00:00,bu-no-further-action,A no further action disposal,51.514158,-0.10017899999999999,Person search,White,Stolen goods
1852,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2019-09-23T04:48:40+00:00,bu-no-further-action,A no further action disposal,51.514158,-0.10017899999999999,Person search,White,Stolen goods
1856,A no further action disposal,,,Male,2019-09-24T07:33:34+00:00,bu-no-further-action,A no further action disposal,51.513129,-0.094933,Person search,,Controlled drugs
1857,A no further action disposal,25-34,White - Any other White background,Male,2019-09-24T08:13:19+00:00,bu-no-further-action,A no further action disposal,51.513129,-0.094933,Person search,White,Controlled drugs
1858,A no further action disposal,over 34,White - Any other White background,Male,2019-09-24T08:39:27+00:00,bu-no-further-action,A no further action disposal,51.513129,-0.094933,Person search,White,Controlled drugs
1860,Penalty Notice for Disorder,25-34,Black/African/Caribbean/Black British - African,Male,2019-09-25T05:04:17+00:00,bu-penalty-notice,Penalty Notice for Disorder,51.520984999999996,-0.078749,Person search,Black,Controlled drugs
1861,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2019-09-25T00:05:13+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Asian,Controlled drugs
1863,Arrest,18-24,White - Any other White background,Male,2019-09-25T04:48:33+00:00,bu-arrest,Arrest,51.517148999999996,-0.08776,Person search,White,Controlled drugs
1864,A no further action disposal,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-09-25T07:40:24+00:00,bu-no-further-action,A no further action disposal,51.517032,-0.089451,Person and Vehicle search,White,Controlled drugs
1865,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2019-09-25T08:37:49+00:00,bu-no-further-action,A no further action disposal,51.512504,-0.08364500000000001,Person search,White,Article for use in theft
1866,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2019-09-25T09:07:09+00:00,bu-no-further-action,A no further action disposal,51.515739,-0.100632,Person search,White,Controlled drugs
1867,A no further action disposal,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-09-25T09:14:10+00:00,bu-no-further-action,A no further action disposal,51.509757,-0.083386,Person search,White,Stolen goods
1868,Penalty Notice for Disorder,25-34,Other ethnic group - Any other ethnic group,Male,2019-09-26T01:41:42+00:00,bu-penalty-notice,Penalty Notice for Disorder,51.516966,-0.1059,Person and Vehicle search,Asian,Controlled drugs
1869,Arrest,25-34,,Male,2019-09-26T03:02:10+00:00,bu-arrest,Arrest,51.516966,-0.1059,Person and Vehicle search,,Controlled drugs
1870,A no further action disposal,over 34,White - Any other White background,Male,2019-09-26T02:09:09+00:00,bu-no-further-action,A no further action disposal,51.52029,-0.078591,Person search,White,Offensive weapons
1871,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2019-09-26T02:40:18+00:00,bu-no-further-action,A no further action disposal,51.509775,-0.08501399999999999,Person search,White,Article for use in theft
1873,A no further action disposal,over 34,White - Any other White background,Male,2019-09-26T04:37:39+00:00,bu-no-further-action,A no further action disposal,51.518262,-0.088203,Person and Vehicle search,White,Controlled drugs
1875,Khat or Cannabis warning,25-34,White - Any other White background,Male,2019-09-27T00:52:57+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.516814000000004,-0.08162,Person search,White,Controlled drugs
1876,A no further action disposal,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-09-27T03:08:59+00:00,bu-no-further-action,A no further action disposal,51.513928,-0.108231,Person search,White,Articles for use in criminal damage
1877,Arrest,over 34,Other ethnic group - Not stated,Male,2019-09-27T03:26:07+00:00,bu-arrest,Arrest,51.513363,-0.08887,Person and Vehicle search,White,Controlled drugs
1878,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2019-09-27T03:39:11+00:00,bu-no-further-action,A no further action disposal,51.517032,-0.089451,Person and Vehicle search,Asian,Controlled drugs
1879,A no further action disposal,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-09-27T03:51:40+00:00,bu-no-further-action,A no further action disposal,51.516703,-0.093558,Person search,White,Article for use in theft
1880,Arrest,25-34,Other ethnic group - Not stated,Male,2019-09-27T06:32:40+00:00,bu-arrest,Arrest,51.509614,-0.079011,Person search,Black,Offensive weapons
1883,A no further action disposal,18-24,Black/African/Caribbean/Black British - Caribbean,Male,2019-09-28T11:23:56+00:00,bu-no-further-action,A no further action disposal,51.517148999999996,-0.08776,Person search,Black,Controlled drugs
1884,Arrest,25-34,Other ethnic group - Not stated,Male,2019-09-28T11:33:49+00:00,bu-arrest,Arrest,51.515033,-0.07825,Person and Vehicle search,Asian,Controlled drugs
1888,Arrest,25-34,Other ethnic group - Not stated,Male,2019-09-28T01:34:17+00:00,bu-arrest,Arrest,51.516006,-0.080573,Person search,Asian,Controlled drugs
1889,A no further action disposal,25-34,White - Irish,Male,2019-09-28T01:36:34+00:00,bu-no-further-action,A no further action disposal,51.517431,-0.082458,Person search,White,Article for use in theft
1891,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2019-09-28T02:27:05+00:00,bu-no-further-action,A no further action disposal,51.520786,-0.104098,Person and Vehicle search,Black,Controlled drugs
1892,Arrest,over 34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,2019-09-28T03:12:47+00:00,bu-arrest,Arrest,51.512545,-0.09664299999999999,Person and Vehicle search,Asian,Controlled drugs
1893,A no further action disposal,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-09-28T06:38:10+00:00,bu-no-further-action,A no further action disposal,51.518433,-0.078856,Person and Vehicle search,White,Controlled drugs
1894,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2019-09-28T06:53:10+00:00,bu-no-further-action,A no further action disposal,51.512545,-0.09664299999999999,Person search,Black,Controlled drugs
1895,A no further action disposal,25-34,White - Any other White background,Female,2019-09-28T06:54:41+00:00,bu-no-further-action,A no further action disposal,51.510182,-0.092865,Person search,White,Controlled drugs
1898,A no further action disposal,18-24,White - English/Welsh/Scottish/Northern Irish/British,Female,2019-09-28T06:29:40+00:00,bu-no-further-action,A no further action disposal,51.505576,-0.124571,Person search,White,Firearms
1900,Arrest,over 34,Other ethnic group - Not stated,Male,2019-09-29T02:32:31+00:00,bu-arrest,Arrest,51.515621,-0.085086,Person search,White,Offensive weapons
1901,Arrest,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-09-29T08:14:12+00:00,bu-arrest,Arrest,51.505576,-0.124571,Person search,White,Firearms
1904,Arrest,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-09-29T07:03:24+00:00,bu-arrest,Arrest,51.517032,-0.089451,Person and Vehicle search,White,Controlled drugs
1905,A no further action disposal,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-09-30T09:01:33+00:00,bu-no-further-action,A no further action disposal,51.515606,-0.09409400000000001,Person search,White,Controlled drugs
1906,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2019-09-30T00:52:46+00:00,bu-no-further-action,A no further action disposal,51.500288,-0.065312,Person search,Asian,Article for use in theft
1907,A no further action disposal,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,2019-10-23T07:48:05+00:00,bu-no-further-action,A no further action disposal,51.512652,-0.09271900000000001,Person search,Black,Fireworks
1908,A no further action disposal,25-34,Asian/Asian British - Any other Asian background,Male,2019-10-23T07:58:55+00:00,bu-no-further-action,A no further action disposal,51.510855,-0.089465,Person and Vehicle search,Asian,Controlled drugs
1912,Arrest,18-24,White - Any other White background,Male,2019-10-25T01:23:43+00:00,bu-arrest,Arrest,51.516121999999996,-0.077224,Person and Vehicle search,White,Controlled drugs
1913,A no further action disposal,18-24,Other ethnic group - Not stated,Female,2019-10-25T01:34:29+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Black,Controlled drugs
1914,A no further action disposal,over 34,Asian/Asian British - Pakistani,Female,2019-10-25T05:45:30+00:00,bu-no-further-action,A no further action disposal,51.515173,-0.108453,Person search,Asian,Controlled drugs
1915,A no further action disposal,18-24,White - Any other White background,Male,2019-10-25T11:15:37+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,White,Controlled drugs
1916,Khat or Cannabis warning,18-24,White - Any other White background,Male,2019-10-25T11:16:00+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.516814000000004,-0.08162,Person search,White,Controlled drugs
1917,Khat or Cannabis warning,18-24,White - Any other White background,Male,2019-10-25T03:14:37+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.515606,-0.09409400000000001,Person search,White,Controlled drugs
1918,A no further action disposal,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-10-25T05:52:56+00:00,bu-no-further-action,A no further action disposal,51.517032,-0.089451,Person and Vehicle search,White,Controlled drugs
1919,A no further action disposal,18-24,Black/African/Caribbean/Black British - Caribbean,Male,2019-10-25T06:02:33+00:00,bu-no-further-action,A no further action disposal,51.517032,-0.089451,Person and Vehicle search,White,Controlled drugs
1920,Arrest,25-34,Other ethnic group - Not stated,Male,2019-10-25T06:06:55+00:00,bu-arrest,Arrest,51.510855,-0.089465,Person search,Black,Evidence of offences under the Act
1921,A no further action disposal,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,2019-10-25T07:14:49+00:00,bu-no-further-action,A no further action disposal,51.506254999999996,-0.074901,Person search,Black,Controlled drugs
1922,Arrest,10-17,Other ethnic group - Not stated,Male,2019-10-25T09:30:08+00:00,bu-arrest,Arrest,51.516814000000004,-0.08162,Person search,Black,Article for use in theft
1923,Arrest,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-10-25T09:32:23+00:00,bu-arrest,Arrest,51.514158,-0.10017899999999999,Person search,White,Controlled drugs
1926,A no further action disposal,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Female,2019-10-26T11:06:14+00:00,bu-no-further-action,A no further action disposal,51.506254999999996,-0.074901,Person search,Black,Controlled drugs
1929,A no further action disposal,,,Male,2019-10-26T02:39:44+00:00,bu-no-further-action,A no further action disposal,51.517576,-0.079786,Person search,,Stolen goods
1930,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2019-10-26T03:38:58+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Asian,Controlled drugs
1932,A no further action disposal,,,Male,2019-10-26T03:57:11+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,,Evidence of offences under the Act
1934,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2019-10-26T04:28:10+00:00,bu-no-further-action,A no further action disposal,51.517244,-0.080376,Person search,Asian,Controlled drugs
1935,Arrest,over 34,Other ethnic group - Not stated,Male,2019-10-26T06:35:17+00:00,bu-arrest,Arrest,51.517244,-0.080376,Person search,Black,Article for use in theft
1937,A no further action disposal,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,2019-10-26T05:29:14+00:00,bu-no-further-action,A no further action disposal,51.520408,-0.085231,Person search,Black,Stolen goods
1939,A no further action disposal,,,Male,2019-10-26T06:41:58+00:00,bu-no-further-action,A no further action disposal,51.520408,-0.085231,Person search,,Evidence of offences under the Act
1940,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2019-10-26T07:50:25+00:00,bu-no-further-action,A no further action disposal,51.517431,-0.082458,Person search,White,Controlled drugs
1942,Arrest,25-34,Other ethnic group - Not stated,Male,2019-10-26T08:52:21+00:00,bu-arrest,Arrest,51.510855,-0.089465,Person and Vehicle search,Black,Controlled drugs
1944,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2019-10-26T10:50:33+00:00,bu-no-further-action,A no further action disposal,51.509313,-0.07385,Person search,Asian,Controlled drugs
1946,A no further action disposal,25-34,White - Any other White background,Male,2019-10-27T12:34:02+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,White,Evidence of offences under the Act
1947,A no further action disposal,25-34,Asian/Asian British - Any other Asian background,Male,2019-10-27T05:45:18+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Asian,Controlled drugs
